movieId,title,genres,violence_tag_relevance
89,"Journey of August King, The (1995)",Drama,0.312
90,Mary Reilly (1996),Drama|Thriller,0.275
91,Vampire in Brooklyn (1995),Comedy|Romance,0.17800000000000002
92,Beautiful Girls (1996),Drama,0.449
93,Broken Arrow (1996),Action|Thriller,0.42100000000000004
94,In the Bleak Midwinter (1995),Comedy,0.08900000000000001
95,"Hate (Haine, La) (1995)",Drama,0.885
96,Shopping (1994),Action|Thriller,0.565
97,Heidi Fleiss: Hollywood Madam (1995),Documentary,0.184
98,City Hall (1996),Drama|Thriller,0.434
99,Bottle Rocket (1996),Comedy,0.256
100,Mr. Wrong (1996),Comedy,0.368
101,Unforgettable (1996),Thriller,0.114
102,Happy Gilmore (1996),Comedy,0.402
103,"Bridges of Madison County, The (1995)",Drama|Romance,0.113
104,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,0.062
105,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical,0.22699999999999998
106,Catwalk (1995),Documentary,0.13699999999999998
107,Headless Body in Topless Bar (1995),Comedy,0.0
108,Braveheart (1995),Action|Drama|War,0.773
109,Taxi Driver (1976),Drama|Thriller,0.924
110,Rumble in the Bronx (1995),Action|Adventure|Crime,0.6459999999999999
111,Before and After (1996),Drama|Mystery,0.11199999999999999
112,Margaret's Museum (1995),Drama,0.23199999999999998
113,Happiness Is in the Field (1995),Comedy,0.0
114,Anne Frank Remembered (1995),Documentary,0.14800000000000002
115,"Young Poisoner's Handbook, The (1995)",Crime,0.7040000000000001
116,If Lucy Fell (1996),Comedy|Romance,0.152
117,"Steal Big, Steal Little (1995)",Comedy,0.171
118,Race the Sun (1996),Drama,0.131
119,"Boys of St. Vincent, The (1993)",Drama,0.48100000000000004
120,Boomerang (1992),Comedy|Romance,0.163
121,Chungking Express (1994),Drama|Mystery|Romance,0.27899999999999997
122,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,0.0
123,Flirting With Disaster (1996),Comedy,0.21100000000000002
124,"NeverEnding Story III, The (1994)",Adventure|Children's|Fantasy,0.13699999999999998
125,"Silence of the Palace, The (Saimt el Qusur) (1994)",Drama,0.0
126,Jupiter's Wife (1994),Documentary,0.255
127,Pie in the Sky (1995),Comedy|Romance,0.16699999999999998
128,Angela (1995),Drama,0.0
129,Frankie Starlight (1995),Drama|Romance,0.111
130,Jade (1995),Thriller,0.465
131,Nueba Yol (1995),Comedy|Drama,0.0
132,Sonic Outlaws (1995),Documentary,0.0
133,Down Periscope (1996),Comedy,0.213
134,From the Journals of Jean Seberg (1995),Documentary,0.073
135,Man of the Year (1995),Documentary,0.12
136,"Neon Bible, The (1995)",Drama,0.248
137,Target (1995),Action|Drama,0.0
138,Up Close and Personal (1996),Drama|Romance,0.14400000000000002
139,"Birdcage, The (1996)",Comedy,0.125
140,Shadows (Cienie) (1988),Drama,0.0
141,Gospa (1995),Drama,0.0
142,"Brothers McMullen, The (1995)",Comedy,0.20800000000000002
143,Bad Boys (1995),Action,0.479
144,"Amazing Panda Adventure, The (1995)",Adventure|Children's,0.084
145,"Basketball Diaries, The (1995)",Drama,0.757
146,"Awfully Big Adventure, An (1995)",Drama,0.221
147,Amateur (1994),Crime|Drama|Thriller,0.284
148,Apollo 13 (1995),Drama,0.13699999999999998
149,Rob Roy (1995),Drama|Romance|War,0.401
150,"Addiction, The (1995)",Horror,0.252
151,Batman Forever (1995),Action|Adventure|Comedy|Crime,0.21
152,Belle de jour (1967),Drama,0.20800000000000002
153,Beyond Rangoon (1995),Drama|War,0.19899999999999998
154,Blue in the Face (1995),Comedy,0.183
155,Canadian Bacon (1994),Comedy|War,0.262
156,Casper (1995),Adventure|Children's,0.201
157,Clockers (1995),Drama,0.782
158,Congo (1995),Action|Adventure|Mystery|Sci-Fi,0.318
159,Crimson Tide (1995),Drama|Thriller|War,0.222
160,Crumb (1994),Documentary,0.384
161,Desperado (1995),Action|Romance|Thriller,0.966
162,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,0.747
163,Die Hard: With a Vengeance (1995),Action|Thriller,0.536
164,"Doom Generation, The (1995)",Comedy|Drama,0.8959999999999999
165,Feast of July (1995),Drama,0.13
166,First Knight (1995),Action|Adventure|Drama|Romance,0.098
167,Free Willy 2: The Adventure Home (1995),Adventure|Children's|Drama,0.142
168,Hackers (1995),Action|Crime|Thriller,0.11599999999999999
169,Jeffrey (1995),Comedy,0.11800000000000001
170,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,0.275
171,Judge Dredd (1995),Action|Adventure|Sci-Fi,0.623
172,Jury Duty (1995),Comedy,0.13
173,Kids (1995),Drama,0.8029999999999999
174,Living in Oblivion (1995),Comedy,0.268
175,Lord of Illusions (1995),Horror,0.47
176,Love & Human Remains (1993),Comedy,0.153
177,Mad Love (1995),Drama|Romance,0.22
178,Mallrats (1995),Comedy,0.361
179,Mighty Morphin Power Rangers: The Movie (1995),Action|Children's,0.521
180,Moonlight and Valentino (1995),Drama|Romance,0.13
181,Mute Witness (1994),Thriller,0.424
182,Nadja (1994),Drama,0.33399999999999996
183,"Net, The (1995)",Sci-Fi|Thriller,0.131
184,Nine Months (1995),Comedy,0.16
185,Party Girl (1995),Comedy,0.177
186,"Prophecy, The (1995)",Horror,0.297
187,Reckless (1995),Comedy,0.157
188,Safe (1995),Thriller,0.11
189,"Scarlet Letter, The (1995)",Drama,0.295
190,"Show, The (1995)",Documentary,0.6920000000000001
191,Showgirls (1995),Drama,0.528
192,Smoke (1995),Drama,0.377
193,Something to Talk About (1995),Comedy|Drama|Romance,0.083
194,Species (1995),Horror|Sci-Fi,0.45
195,"Stars Fell on Henrietta, The (1995)",Drama,0.162
196,Strange Days (1995),Action|Crime|Sci-Fi,0.755
197,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical,0.161
198,"Tie That Binds, The (1995)",Thriller,0.414
199,Three Wishes (1995),Drama,0.083
200,Total Eclipse (1995),Drama|Romance,0.48200000000000004
201,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,0.146
202,Under Siege 2: Dark Territory (1995),Action,0.42100000000000004
203,Unstrung Heroes (1995),Comedy|Drama,0.23600000000000002
204,Unzipped (1995),Documentary,0.126
205,"Walk in the Clouds, A (1995)",Drama|Romance,0.14300000000000002
206,Waterworld (1995),Action|Adventure,0.406
207,White Man's Burden (1995),Drama,0.14300000000000002
208,Wild Bill (1995),Western,0.37799999999999995
209,"Browning Version, The (1994)",Drama,0.10400000000000001
210,Bushwhacked (1995),Comedy,0.13
211,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama,0.27399999999999997
212,Before the Rain (Pred dozhdot) (1994),Drama,0.77
213,Before Sunrise (1995),Drama|Romance,0.201
214,Billy Madison (1995),Comedy,0.209
215,"Babysitter, The (1995)",Drama|Thriller,0.163
216,Boys on the Side (1995),Comedy|Drama,0.26899999999999996
217,"Cure, The (1995)",Drama,0.09
218,Castle Freak (1995),Horror,0.645
219,Circle of Friends (1995),Drama|Romance,0.098
220,Clerks (1994),Comedy,0.58
221,Don Juan DeMarco (1995),Comedy|Drama|Romance,0.19399999999999998
222,Disclosure (1994),Drama|Thriller,0.10099999999999999
223,Dream Man (1995),Thriller,0.0
224,Drop Zone (1994),Action,0.187
225,Destiny Turns on the Radio (1995),Comedy,0.262
226,Death and the Maiden (1994),Drama|Thriller,0.326
227,Dolores Claiborne (1994),Drama|Thriller,0.23800000000000002
228,Dumb & Dumber (1994),Comedy,0.226
229,Eat Drink Man Woman (1994),Comedy|Drama,0.183
230,Exotica (1994),Drama,0.21600000000000003
231,Exit to Eden (1994),Comedy,0.272
232,Ed Wood (1994),Comedy|Drama,0.275
233,French Kiss (1995),Comedy|Romance,0.10400000000000001
234,Forget Paris (1995),Comedy|Romance,0.131
235,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children's,0.358
236,"Goofy Movie, A (1995)",Animation|Children's|Comedy|Romance,0.11599999999999999
237,Hideaway (1995),Thriller,0.214
238,Fluke (1995),Children's|Drama,0.258
239,Farinelli: il castrato (1994),Drama|Musical,0.149
240,Gordy (1995),Comedy,0.373
241,Gumby: The Movie (1995),Animation|Children's,0.19
242,"Glass Shield, The (1994)",Crime|Drama,0.406
243,Hoop Dreams (1994),Documentary,0.268
244,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller,0.585
245,Houseguest (1994),Comedy,0.10099999999999999
246,Immortal Beloved (1994),Drama|Romance,0.175
247,Heavyweights (1994),Children's|Comedy,0.14400000000000002
248,"Hunted, The (1995)",Action,0.475
249,I.Q. (1994),Comedy|Romance,0.14400000000000002
250,Interview with the Vampire (1994),Drama|Horror,0.425
251,Jefferson in Paris (1995),Drama,0.14400000000000002
252,"Jerky Boys, The (1994)",Comedy,0.245
253,Junior (1994),Comedy|Sci-Fi,0.124
254,Just Cause (1995),Mystery|Thriller,0.138
255,"Kid in King Arthur's Court, A (1995)",Adventure|Children's|Comedy|Fantasy|Romance,0.188
256,Kiss of Death (1995),Crime|Drama|Thriller,0.535
257,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,0.309
258,Little Women (1994),Drama,0.10300000000000001
259,"Little Princess, A (1995)",Children's|Drama,0.10800000000000001
260,Ladybird Ladybird (1994),Drama,0.315
261,"Enfer, L' (1994)",Drama,0.5539999999999999
262,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance,0.10400000000000001
263,Legends of the Fall (1994),Drama|Romance|War|Western,0.19399999999999998
264,Major Payne (1994),Comedy,0.331
265,Little Odessa (1994),Drama,0.8490000000000001
266,My Crazy Life (Mi vida loca) (1993),Drama,0.66
267,Love Affair (1994),Drama|Romance,0.102
268,Losing Isaiah (1995),Drama,0.066
269,"Madness of King George, The (1994)",Drama,0.138
270,Mary Shelley's Frankenstein (1994),Drama|Horror,0.295
271,Man of the House (1995),Comedy,0.348
272,Mixed Nuts (1994),Comedy,0.14400000000000002
273,Milk Money (1994),Comedy|Romance,0.105
274,Miracle on 34th Street (1994),Drama,0.166
275,Miami Rhapsody (1995),Comedy,0.152
276,My Family (1995),Drama,0.596
277,Murder in the First (1995),Drama|Thriller,0.267
278,Nobody's Fool (1994),Drama,0.22399999999999998
279,Nell (1994),Drama,0.091
280,New Jersey Drive (1995),Crime|Drama,0.233
281,New York Cop (1996),Action|Crime,0.0
282,Beyond Bedlam (1993),Drama|Horror,0.281
283,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,0.20600000000000002
284,Nina Takes a Lover (1994),Comedy|Romance,0.20199999999999999
285,Natural Born Killers (1994),Action|Thriller,0.993
286,Only You (1994),Comedy|Romance,0.105
287,Once Were Warriors (1994),Crime|Drama,0.985
288,Poison Ivy II (1995),Thriller,0.37200000000000005
289,Outbreak (1995),Action|Drama|Thriller,0.149
290,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller,0.863
291,"Perez Family, The (1995)",Comedy|Romance,0.132
292,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,0.231
293,Pulp Fiction (1994),Crime|Drama,0.977
294,Panther (1995),Drama,0.7
295,Pushing Hands (1992),Comedy,0.128
296,Priest (1994),Drama,0.147
297,Quiz Show (1994),Drama,0.239
298,Picture Bride (1995),Drama|Romance,0.155
299,Queen Margot (La Reine Margot) (1994),Drama|Romance,0.619
300,"Quick and the Dead, The (1995)",Action|Adventure|Western,0.557
301,Roommates (1995),Comedy|Drama,0.151
302,Ready to Wear (Pret-A-Porter) (1994),Comedy,0.155
303,Three Colors: Red (1994),Drama,0.146
304,Three Colors: Blue (1993),Drama,0.175
305,Three Colors: White (1994),Drama,0.16699999999999998
306,"Red Firecracker, Green Firecracker (1994)",Drama,0.242
307,Rent-a-Kid (1995),Comedy,0.134
308,Relative Fear (1994),Horror|Thriller,0.20600000000000002
309,Stuart Saves His Family (1995),Comedy,0.155
310,"Swan Princess, The (1994)",Animation|Children's,0.08199999999999999
311,"Secret of Roan Inish, The (1994)",Drama,0.11599999999999999
312,"Specialist, The (1994)",Action,0.251
313,Stargate (1994),Action|Adventure|Sci-Fi,0.34700000000000003
314,"Santa Clause, The (1994)",Children's|Comedy|Fantasy,0.125
315,"Shawshank Redemption, The (1994)",Drama,0.677
316,Shallow Grave (1994),Thriller,0.8370000000000001
317,Suture (1993),Film-Noir|Thriller,0.361
318,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,0.10800000000000001
319,Swimming with Sharks (1995),Comedy|Drama,0.607
320,"Sum of Us, The (1994)",Comedy,0.113
321,National Lampoon's Senior Trip (1995),Comedy,0.18
322,To Live (Huozhe) (1994),Drama,0.152
323,Tank Girl (1995),Action|Comedy|Musical|Sci-Fi,0.345
324,Tales From the Crypt Presents: Demon Knight (1995),Horror,0.511
325,Star Trek: Generations (1994),Action|Adventure|Sci-Fi,0.145
326,Tales from the Hood (1995),Comedy|Horror,0.752
327,Tom & Viv (1994),Drama,0.317
328,Village of the Damned (1995),Horror|Sci-Fi,0.503
329,Tommy Boy (1995),Comedy,0.14400000000000002
330,Vanya on 42nd Street (1994),Drama,0.09699999999999999
331,"Underneath, The (1995)",Mystery|Thriller,0.257
332,"Walking Dead, The (1995)",Drama|War,0.0
333,What's Eating Gilbert Grape (1993),Drama,0.179
334,Virtuosity (1995),Sci-Fi|Thriller,0.513
335,While You Were Sleeping (1995),Comedy|Romance,0.10400000000000001
336,"War, The (1994)",Adventure|Drama,0.387
337,Double Happiness (1994),Drama,0.145
338,Muriel's Wedding (1994),Comedy|Romance,0.153
339,"Baby-Sitters Club, The (1995)",Children's,0.11699999999999999
340,Ace Ventura: Pet Detective (1994),Comedy,0.25
341,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,0.111
342,Backbeat (1993),Drama|Musical,0.28300000000000003
343,Bitter Moon (1992),Drama,0.17600000000000002
344,Bullets Over Broadway (1994),Comedy,0.195
345,Clear and Present Danger (1994),Action|Adventure|Thriller,0.36200000000000004
346,"Client, The (1994)",Drama|Mystery|Thriller,0.106
347,"Corrina, Corrina (1994)",Comedy|Drama|Romance,0.08800000000000001
348,Crooklyn (1994),Comedy,0.131
349,"Crow, The (1994)",Action|Romance|Thriller,0.8320000000000001
350,Cobb (1994),Drama,0.326
351,"Flintstones, The (1994)",Children's|Comedy,0.177
352,Forrest Gump (1994),Comedy|Romance|War,0.248
353,Four Weddings and a Funeral (1994),Comedy|Romance,0.113
354,Higher Learning (1995),Drama,0.606
355,I Like It Like That (1994),Comedy|Drama|Romance,0.11599999999999999
356,I Love Trouble (1994),Action|Comedy,0.134
357,It Could Happen to You (1994),Drama|Romance,0.10400000000000001
358,"Jungle Book, The (1994)",Adventure|Children's|Romance,0.214
359,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",Documentary,0.08
360,"Lion King, The (1994)",Animation|Children's|Musical,0.156
361,Little Buddha (1993),Drama,0.28300000000000003
362,Wes Craven's New Nightmare (1994),Horror,0.261
363,"Mask, The (1994)",Comedy|Crime|Fantasy,0.402
364,Maverick (1994),Action|Comedy|Western,0.22899999999999998
365,Mrs. Parker and the Vicious Circle (1994),Drama,0.184
366,Naked Gun 33 1/3: The Final Insult (1994),Comedy,0.243
367,"Paper, The (1994)",Comedy|Drama,0.195
368,Reality Bites (1994),Comedy|Drama,0.184
369,Red Rock West (1992),Thriller,0.475
370,Richie Rich (1994),Children's|Comedy,0.313
371,Safe Passage (1994),Drama,0.584
372,"River Wild, The (1994)",Action|Thriller,0.17800000000000002
373,Speed (1994),Action|Romance|Thriller,0.366
374,Speechless (1994),Comedy|Romance,0.272
375,Timecop (1994),Action|Sci-Fi,0.365
376,True Lies (1994),Action|Adventure|Comedy|Romance,0.5
377,When a Man Loves a Woman (1994),Drama,0.076
378,Wolf (1994),Drama|Horror,0.426
379,Wyatt Earp (1994),Western,0.275
380,Bad Company (1995),Action,0.322
381,"Man of No Importance, A (1994)",Drama,0.077
382,S.F.W. (1994),Drama,0.336
383,"Low Down Dirty Shame, A (1994)",Action|Comedy,0.491
384,Boys Life (1995),Drama,0.385
385,"Colonel Chabert, Le (1994)",Drama|Romance|War,0.099
386,Faster Pussycat! Kill! Kill! (1965),Action|Comedy|Drama,0.92
387,Jason's Lyric (1994),Crime|Drama,0.304
388,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Children's,0.12300000000000001
389,Street Fighter (1994),Action,0.311
390,Coldblooded (1995),Action,0.8909999999999999
391,Desert Winds (1995),Drama,0.0
392,Fall Time (1995),Drama,0.0
393,"Fear, The (1995)",Horror,0.406
394,Frank and Ollie (1995),Documentary,0.07
395,Girl in the Cadillac (1995),Drama,0.0
396,Homage (1995),Drama,0.0
397,Mirage (1995),Action|Thriller,0.0
398,Open Season (1996),Comedy,0.267
399,Two Crimes (1995),Comedy|Crime|Drama,0.0
400,Brother Minister: The Assassination of Malcolm X (1994),Documentary,0.0
401,Highlander III: The Sorcerer (1994),Action|Sci-Fi,0.228
402,Federal Hill (1994),Drama,0.2
403,In the Mouth of Madness (1995),Horror|Thriller,0.43799999999999994
404,8 Seconds (1994),Drama,0.078
405,Above the Rim (1994),Drama,0.5720000000000001
406,Addams Family Values (1993),Comedy,0.19
407,You So Crazy (1994),Comedy,0.41
408,"Age of Innocence, The (1993)",Drama,0.22699999999999998
409,Airheads (1994),Comedy,0.28300000000000003
410,"Air Up There, The (1994)",Comedy,0.307
411,Another Stakeout (1993),Comedy|Thriller,0.32799999999999996
412,Bad Girls (1994),Western,0.23600000000000002
413,Barcelona (1994),Comedy|Romance,0.20600000000000002
414,Being Human (1993),Drama,0.35200000000000004
415,"Beverly Hillbillies, The (1993)",Comedy,0.147
416,Beverly Hills Cop III (1994),Action|Comedy,0.266
417,Black Beauty (1994),Adventure|Children's,0.083
418,Blink (1994),Thriller,0.20600000000000002
419,Blown Away (1994),Action|Thriller,0.466
420,Blue Chips (1994),Drama,0.26
421,Blue Sky (1994),Drama|Romance,0.10400000000000001
422,Body Snatchers (1993),Horror|Sci-Fi|Thriller,0.26
423,Boxing Helena (1993),Mystery|Romance|Thriller,0.424
424,"Bronx Tale, A (1993)",Drama,0.8240000000000001
425,Cabin Boy (1994),Comedy,0.26899999999999996
426,Calendar Girl (1993),Drama,0.263
427,Carlito's Way (1993),Crime|Drama,0.8540000000000001
428,City Slickers II: The Legend of Curly's Gold (1994),Comedy|Western,0.149
429,Clean Slate (1994),Comedy,0.152
430,Cliffhanger (1993),Action|Adventure|Crime,0.488
431,Coneheads (1993),Comedy|Sci-Fi,0.214
432,Color of Night (1994),Drama|Thriller,0.52
433,Cops and Robbersons (1994),Comedy,0.14300000000000002
434,"Cowboy Way, The (1994)",Action|Comedy,0.198
435,Dangerous Game (1993),Drama,0.105
436,Dave (1993),Comedy|Romance,0.14300000000000002
437,Dazed and Confused (1993),Comedy,0.429
438,Demolition Man (1993),Action|Sci-Fi,0.7559999999999999
439,"Endless Summer 2, The (1994)",Documentary,0.271
440,Even Cowgirls Get the Blues (1993),Comedy|Romance,0.365
441,Fatal Instinct (1993),Comedy,0.23600000000000002
442,Farewell My Concubine (1993),Drama|Romance,0.185
443,"Favor, The (1994)",Comedy|Romance,0.145
444,Fearless (1993),Drama,0.16
445,Fear of a Black Hat (1993),Comedy,0.584
446,With Honors (1994),Comedy|Drama,0.115
447,Flesh and Bone (1993),Drama|Mystery|Romance,0.19
448,Widows' Peak (1994),Drama,0.14400000000000002
449,For Love or Money (1993),Comedy,0.13
450,"Firm, The (1993)",Drama|Thriller,0.157
451,Free Willy (1993),Adventure|Children's|Drama,0.321
452,Fresh (1994),Drama,0.87
453,"Fugitive, The (1993)",Action|Thriller,0.396
454,Geronimo: An American Legend (1993),Drama|Western,0.521
455,"Getaway, The (1994)",Action,0.575
456,Getting Even with Dad (1994),Comedy,0.113
457,Go Fish (1994),Drama|Romance,0.127
458,"Good Man in Africa, A (1994)",Action|Adventure,0.276
459,Guilty as Sin (1993),Crime|Drama|Thriller,0.079
460,Hard Target (1993),Action|Adventure|Crime|Thriller,0.6679999999999999
461,Heaven & Earth (1993),Action|Drama|War,0.40299999999999997
462,Hot Shots! Part Deux (1993),Action|Comedy|War,0.183
463,Live Nude Girls (1995),Comedy,0.105
464,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance,0.314
465,"House of the Spirits, The (1993)",Drama|Romance,0.256
466,House Party 3 (1994),Comedy,0.207
467,"Hudsucker Proxy, The (1994)",Comedy|Romance,0.252
468,I'll Do Anything (1994),Comedy|Drama,0.297
469,In the Army Now (1994),Comedy|War,0.16899999999999998
470,In the Line of Fire (1993),Action|Thriller,0.505
471,In the Name of the Father (1993),Drama,0.628
472,"Inkwell, The (1994)",Comedy|Drama,0.165
473,What's Love Got to Do with It? (1993),Drama,0.376
474,Jimmy Hollywood (1994),Comedy,0.26
475,Judgment Night (1993),Action,0.578
476,Jurassic Park (1993),Action|Adventure|Sci-Fi,0.374
477,Kalifornia (1993),Drama|Thriller,0.951
478,Killing Zoe (1994),Thriller,0.9740000000000001
479,King of the Hill (1993),Drama,0.244
480,Lassie (1994),Adventure|Children's,0.22699999999999998
481,Last Action Hero (1993),Action|Comedy,0.523
482,Life with Mikey (1993),Comedy,0.142
483,Lightning Jack (1994),Comedy|Western,0.239
484,M. Butterfly (1993),Drama,0.129
485,Made in America (1993),Comedy,0.158
486,Malice (1993),Thriller,0.14
487,"Man Without a Face, The (1993)",Drama,0.109
488,Manhattan Murder Mystery (1993),Comedy|Mystery,0.214
489,Menace II Society (1993),Action|Crime|Drama,0.983
490,Executive Decision (1996),Action|Thriller,0.183
491,In the Realm of the Senses (Ai no corrida) (1976),Drama,0.518
492,What Happened Was... (1994),Comedy|Drama|Romance,0.136
493,Much Ado About Nothing (1993),Comedy|Romance,0.08199999999999999
494,Mr. Jones (1993),Drama|Romance,0.157
495,Mr. Wonderful (1993),Comedy|Romance,0.188
496,Mrs. Doubtfire (1993),Comedy,0.086
497,Naked (1993),Drama,0.583
498,"Next Karate Kid, The (1994)",Action|Children's,0.363
499,"New Age, The (1994)",Drama,0.182
500,No Escape (1994),Action|Sci-Fi,0.293
501,North (1994),Comedy,0.151
502,Orlando (1993),Drama,0.128
503,"Perfect World, A (1993)",Action|Drama,0.6859999999999999
504,Philadelphia (1993),Drama,0.109
505,"Piano, The (1993)",Drama|Romance,0.218
506,Poetic Justice (1993),Drama,0.5329999999999999
507,"Program, The (1993)",Action|Drama,0.17
508,Robert A. Heinlein's The Puppet Masters (1994),Horror|Sci-Fi,0.20600000000000002
509,Radioland Murders (1994),Comedy|Mystery|Romance,0.10800000000000001
510,"Ref, The (1994)",Comedy,0.245
511,"Remains of the Day, The (1993)",Drama,0.10300000000000001
